subject,target_new,domain,similarity,target_true,prediction
Google Data Studio,Croatia,Computers_and_Electronics,-0.036536373,Google,Google
Nissan Rogue,Honda,Autos_and_Vehicles,0.52367544,Nissan,Honda
BMW M67,Sony,Autos_and_Vehicles,0.24267522,BMW,Sony
Clement IX,London,News,0.078385085,Rome,London
Izhevsk,Germany,Jobs_and_Education,0.21226734,Russia,Germany
Nissan Be-1,Apple,Autos_and_Vehicles,0.20258611,Nissan,Apple
Microsoft Bing,Hamburg,Computers_and_Electronics,0.13014482,Microsoft,Hamburg
Ferrari F399,Toyota,Autos_and_Vehicles,0.44701782,Ferrari,Toyota
Nahuatl,Ireland,Jobs_and_Education,0.328913,Mexico,Ireland
Microsoft Office 2010,IBM,Computers_and_Electronics,0.2748527,Microsoft,Microsoft
Georgia Tech Research Corporation,Amsterdam,Jobs_and_Education,-0.006251784,Atlanta,Amsterdam
Shane McMahon,BBC,Sports,0.22924137,WWE,BBC
Google Earth,Nintendo,Online_Communities,0.1443333,Google,Nintendo
Nexus 7,Apple,Computers_and_Electronics,0.40722328,Google,Apple
Fribourg,Polish,Jobs_and_Education,0.2829573,French,Polish
Nissan Rogue,Honda,Autos_and_Vehicles,0.52367544,Nissan,Honda
Toyota Corolla Spacio,Nokia,Autos_and_Vehicles,0.16176212,Toyota,Nokia
BMW N62,Fiat,Autos_and_Vehicles,0.39250848,BMW,Fiat
Milan,German,Jobs_and_Education,0.3328777,Italian,German
Ferrari F430,Suzuki,Autos_and_Vehicles,0.40164644,Ferrari,Suzuki
Mount Fuji,Italy,Travel_and_Transportation,0.257959,Japan,Italy
Nissan NP200,Dodge,Autos_and_Vehicles,0.22970253,Nissan,Dodge
Abbas ibn Abd al-Muttalib,Venice,People_and_Society,0.14732374,Medina,Venice
BMW M3 DTM,Dodge,Autos_and_Vehicles,0.29520518,BMW,Dodge
Singapore,Hindi,Jobs_and_Education,0.36128217,English,Hindi
Toyota Camry XV30,Cadillac,Autos_and_Vehicles,0.3211189,Toyota,Cadillac
Philly Shipyard,Cambridge,Business_and_Industrial,0.13080743,Philadelphia,Cambridge
Spain under the Restoration,Athens,Law_and_Government,0.24967106,Madrid,Athens
BMW N62,Cadillac,Autos_and_Vehicles,0.40362522,BMW,Cadillac
BMW M5,Cadillac,Autos_and_Vehicles,0.41839364,BMW,Cadillac
IBM Unica NetInsight,Microsoft,Computers_and_Electronics,0.35884875,IBM,Microsoft
Finnish Democratic Republic,Florence,Law_and_Government,0.30036348,Helsinki,Florence
Guyana,French,Jobs_and_Education,0.32975084,English,French
Honda VT600C,Fiat,Autos_and_Vehicles,0.3081364,Honda,Fiat
Toyota Camry XV40,Porsche,Autos_and_Vehicles,0.42070362,Toyota,Porsche
Republic of Florence,Kabul,Law_and_Government,0.13849565,Florence,Kabul
Nissan Almera Tino,Ferrari,Autos_and_Vehicles,0.33484578,Nissan,Ferrari
Masashi Kishimoto,Switzerland,Arts_and_Entertainment,0.1798692,Japan,Switzerland
Nintendo DS,Google,Computers_and_Electronics,0.20151874,Nintendo,Google
Google Wifi,Iran,Internet_and_Telecom,0.1431481,Google,Iran
Irish Rugby Football Union,Canada,Sports,0.17636412,Ireland,Canada
Cadillac CTS,Ferrari,Autos_and_Vehicles,0.3802004,Cadillac,Ferrari
Vizianagaram district,Italy,Business_and_Industrial,0.13940804,India,Italy
Renault 14,Nokia,Autos_and_Vehicles,0.29209322,Renault,Nokia
Shimazu Takahisa,Rome,Arts_and_Entertainment,0.17911834,Japan,Rome
Prakasam district,France,Business_and_Industrial,0.12414614,India,France
Otto I. von Braunschweig-Lüneburg,London,People_and_Society,0.14401457,Germany,London
iPhone 8 Plus,Triumph,Computers_and_Electronics,0.19574532,Apple,Triumph
Apple Mouse,Intel,Computers_and_Electronics,0.34750375,Apple,Intel
IBM WebSphere Process Server,Microsoft,Computers_and_Electronics,0.20720112,IBM,Microsoft
Sony Alpha 700,Dodge,Computers_and_Electronics,0.10238258,Sony,Dodge
Koji Murofushi,Argentina,People_and_Society,0.14576305,Japan,Argentina
Kotono Mitsuishi,France,Law_and_Government,0.22256978,Japan,France
BMW M1,Porsche,Autos_and_Vehicles,0.5030993,BMW,Porsche
iPhone XR,Ferrari,Computers_and_Electronics,0.22784284,Apple,Ferrari
The Legend of Bhagat Singh,France,News,0.05368893,India,France
New Super Mario Bros.,Intel,Games,0.1512101,Nintendo,Intel
Honda Bali,Fiat,Autos_and_Vehicles,0.35935676,Honda,Fiat
The Legend of Zelda.,Google,Games,0.11767308,Nintendo,Google
Renault 4,Microsoft,Autos_and_Vehicles,0.18932612,Renault,Microsoft
Windows Media Center,Atari,Computers_and_Electronics,0.14489496,Microsoft,Microsoft
Saxony-Anhalt,Poland,Business_and_Industrial,0.4611887,Germany,Poland
Honda SFX,Boeing,Autos_and_Vehicles,0.3828212,Honda,Boeing
Samsung Galaxy S Duos 3,Sega,Internet_and_Telecom,0.2318494,Samsung,Sega
Honda SH150i,Porsche,Autos_and_Vehicles,0.30775535,Honda,Porsche
Chevrolet Engineering Research Vehicle,Porsche,Autos_and_Vehicles,0.41701877,Chevrolet,Porsche
Chrome OS,Microsoft,Computers_and_Electronics,0.35251164,Google,Microsoft
Tokyo Story,France,People_and_Society,0.122381486,Japan,France
Bentley Continental GT,Toyota,Autos_and_Vehicles,0.31580698,Bentley,Toyota
Triumph GT6,Suzuki,Autos_and_Vehicles,0.489714,Triumph,Suzuki
BMW M6,Toyota,Autos_and_Vehicles,0.41872346,BMW,Toyota
Nintendo 3DS,Apple,Computers_and_Electronics,0.3593459,Nintendo,Nintendo
Windows 10 Mobile,Atari,Computers_and_Electronics,0.065981194,Microsoft,Atari
Sex and the City,NBC,Arts_and_Entertainment,0.34340146,HBO,NBC
Renault Twingo,Sony,Autos_and_Vehicles,0.2733472,Renault,Sony
Antonio Gramsci,Moscow,News,0.1702392,Rome,Moscow
IBM Rational AppScan,Apple,Computers_and_Electronics,0.25908616,IBM,Apple
Porsche 804,Nokia,Autos_and_Vehicles,0.21715412,Porsche,Nokia
BMW M52,Renault,Autos_and_Vehicles,0.4738372,BMW,Renault
Google Web Toolkit,Yahoo,Computers_and_Electronics,0.34051484,Google,Yahoo
Nokia 6650 fold,Renault,Computers_and_Electronics,0.12271822,Nokia,Renault
Porsche 930,Dodge,Autos_and_Vehicles,0.33966267,Porsche,Dodge
Mecklenburg-Western Pomerania,Russia,Jobs_and_Education,0.27834272,Germany,Russia
BMW M62,Toyota,Autos_and_Vehicles,0.39115107,BMW,Toyota
Hungarian Social Democratic Party,Tehran,News,0.1625615,Budapest,Tehran
Chevrolet Camaro ZL1 (fifth generation),Fiat,Autos_and_Vehicles,0.26299512,Chevrolet,Fiat
Nissan Primera P12,Volvo,Autos_and_Vehicles,0.28711537,Nissan,Volvo
BMW N47,Fiat,Autos_and_Vehicles,0.4184416,BMW,Fiat
Nintendo DS Lite,BMW,Computers_and_Electronics,0.103958614,Nintendo,BMW
James Brokenshire,Oslo,Business_and_Industrial,0.30058938,London,Oslo
Honda CB650SC,Cadillac,Autos_and_Vehicles,0.22673933,Honda,Cadillac
Airbus A330neo,Boeing,Autos_and_Vehicles,0.38365942,Airbus,Boeing
Renault R312,Fiat,Autos_and_Vehicles,0.4097355,Renault,Fiat
Madurai district,Japan,Business_and_Industrial,0.2428169,India,Japan
Nintendo DSi,Ferrari,Computers_and_Electronics,0.23927417,Nintendo,Ferrari
Harvard Management Company,Florence,Business_and_Industrial,0.22461334,Boston,Florence
IBM SAN File System,Adobe,Computers_and_Electronics,0.12908542,IBM,Adobe
Norwegian Food Safety Authority,Stockholm,Food_and_Drink,0.31074715,Oslo,Stockholm
Toyota Camry XV30,Bentley,Autos_and_Vehicles,0.1956627,Toyota,Bentley
Honda Silver Wing,Toyota,Autos_and_Vehicles,0.42050913,Honda,Toyota
Toyota Camry (XV50),Nissan,Autos_and_Vehicles,0.4900991,Toyota,Nissan
Ukrainian Catholic Eparchy of Toronto and Eastern Canada,Hayward,People_and_Society,0.09422789,Toronto,Hayward
Cadillac ELR,Dodge,Autos_and_Vehicles,0.42779303,Cadillac,Dodge
iPad,Triumph,Computers_and_Electronics,0.20667107,Apple,Triumph
Fujiko F. Fujio,Poland,Arts_and_Entertainment,0.27814287,Japan,Poland
iPhone XR,Nissan,Computers_and_Electronics,0.29157507,Apple,Nissan
Volvo ÖV 4,Toyota,Autos_and_Vehicles,0.44899854,Volvo,Toyota
Google Calendar,Apple,Computers_and_Electronics,0.13484493,Google,Apple
East Godavari district,Germany,Jobs_and_Education,0.23949821,India,Germany
Google Jamboard,Honda,Online_Communities,0.13225693,Google,Honda
Toyota Corolla Spacio,Douglas,Autos_and_Vehicles,0.10266866,Toyota,Douglas
Takeshi Kitano,Ireland,Arts_and_Entertainment,0.1578983,Japan,Ireland
Tirunelveli district,Norway,Business_and_Industrial,0.2693805,India,Norway
ASP.NET MVC Framework,Adobe,Computers_and_Electronics,0.15749909,Microsoft,Adobe
Nissan GTP ZX-Turbo,Suzuki,Autos_and_Vehicles,0.33619004,Nissan,Suzuki
Nissan Xterra,IBM,Autos_and_Vehicles,0.13064638,Nissan,IBM
Nissan GTP ZX-Turbo,Chevrolet,Autos_and_Vehicles,0.40361103,Nissan,Chevrolet
Renault 12,Apple,Autos_and_Vehicles,0.16791126,Renault,Apple
Nokia N80,Porsche,Computers_and_Electronics,0.1987658,Nokia,Porsche
BMW N52,Renault,Autos_and_Vehicles,0.49668914,BMW,Renault
Winnipeg Art Gallery,Helsinki,Arts_and_Entertainment,0.33215407,Winnipeg,Helsinki
Chevrolet Constantia,Toyota,Autos_and_Vehicles,0.46427244,Chevrolet,Toyota
Libya,Europe,People_and_Society,0.52694523,Africa,Europe
Prague 3,Philadelphia,Business_and_Industrial,0.44517386,Prague,Philadelphia
Donkey Kong Jr.,Google,Games,0.14919409,Nintendo,Google
Honda Silver Wing,Toyota,Autos_and_Vehicles,0.42050913,Honda,Toyota
Porsche 993,Chrysler,Autos_and_Vehicles,0.48164558,Porsche,Chrysler
Harvard Club of Boston,London,Jobs_and_Education,0.30892867,Boston,London
Mahasweta Devi,Japan,People_and_Society,0.24334773,India,Japan
iPad,BMW,Computers_and_Electronics,0.13680023,Apple,BMW
Renault FT,Chevrolet,Autos_and_Vehicles,0.4839838,Renault,Chevrolet
BMW N47,Nissan,Autos_and_Vehicles,0.52326465,BMW,Nissan
iPhone XS Max,Nissan,Computers_and_Electronics,0.22019914,Apple,Nissan
IBM WebSphere Commerce,Apple,Computers_and_Electronics,0.11792633,IBM,Apple
CBS Telenoticias,Nintendo,News,0.25538576,CBS,Nintendo
Gurren Lagann,Lebanon,Arts_and_Entertainment,0.16869786,Japan,Lebanon
Catullus,Vienna,Arts_and_Entertainment,0.1810966,Rome,Vienna
Koji Murofushi,Estonia,Law_and_Government,0.2599832,Japan,Estonia
Norwegian Food Safety Authority,Vienna,Food_and_Drink,0.13703598,Oslo,Vienna
Honda NSR75,Chevrolet,Autos_and_Vehicles,0.4148608,Honda,Chevrolet
IBM SAN File System,Microsoft,Computers_and_Electronics,0.25564152,IBM,Microsoft
Honda NSX (second generation),BMW,Autos_and_Vehicles,0.44257176,Honda,BMW
Sony NEX-5,Fiat,Computers_and_Electronics,0.2521903,Sony,Fiat
Apple Wireless Mouse,Sega,Computers_and_Electronics,0.22374015,Apple,Sega
Sweden,Finnish,Jobs_and_Education,0.6016002,Swedish,Finnish
Deutsche Digitale Bibliothek,London,Computers_and_Electronics,0.1161319,Berlin,London
Game Boy Advance SP,Sega,Games,0.3709886,Nintendo,Sega
IBM Rational Rose XDE,Microsoft,Computers_and_Electronics,0.33585632,IBM,Microsoft
Chevrolet Engineering Research Vehicle,Sony,Autos_and_Vehicles,0.17284507,Chevrolet,Sony
Ukraine,Norway,Jobs_and_Education,0.57337064,Ukraine,Norway
Fiat 16-20 HP,Apple,Autos_and_Vehicles,0.17720217,Fiat,Apple
Fiat 16-20 HP,Toyota,Autos_and_Vehicles,0.36566585,Fiat,Toyota
Sarvepalli Radhakrishnan,Russia,People_and_Society,0.20035276,India,Russia
Nokia 7270,Porsche,Computers_and_Electronics,0.15359047,Nokia,Porsche
Weinsberg,Norway,Internet_and_Telecom,0.28658956,Germany,Norway
Porsche 944,Nokia,Autos_and_Vehicles,0.20280638,Porsche,Nokia
Mecklenburg-Western Pomerania,Australia,Jobs_and_Education,0.23511545,Germany,Australia
Yuldybayevo,Dutch,Law_and_Government,0.29833308,Russian,Russian
IBM Home Page Reader,Apple,Computers_and_Electronics,0.10534507,IBM,Apple
Chevrolet El Camino (3rd generation),Toyota,Autos_and_Vehicles,0.3360629,Chevrolet,Toyota
Rajneesh,Germany,Arts_and_Entertainment,0.28083575,India,Germany
Suzuki VX 800,Intel,Autos_and_Vehicles,0.15120648,Suzuki,Intel
Windows 9x,Yahoo,Computers_and_Electronics,0.12109332,Microsoft,Yahoo
Nokia X2-01,Honda,Computers_and_Electronics,0.13739485,Nokia,Nokia
Renault 14,Chevrolet,Autos_and_Vehicles,0.511215,Renault,Chevrolet
Industrial Bank of Korea,Moscow,Finance,0.27147156,Seoul,Moscow
Boeing 717,Nissan,Business_and_Industrial,0.33633137,Boeing,Boeing
Triumph GT6,Ferrari,Autos_and_Vehicles,0.46312535,Triumph,Ferrari
Nissan Be-1,Ferrari,Autos_and_Vehicles,0.35027283,Nissan,Ferrari
Ferrari F2003-GA,Toyota,Autos_and_Vehicles,0.40755045,Ferrari,Toyota
Antarctic Treaty System,Europe,Law_and_Government,0.24460663,Antarctica,Europe
IBM Rational AppScan,Apple,Computers_and_Electronics,0.25908616,IBM,Apple
Nokia 6700 slide,Renault,Computers_and_Electronics,0.12648414,Nokia,Renault
Toyota AD engine,Nissan,Autos_and_Vehicles,0.43540645,Toyota,Nissan
Apple HD SC Setup,Sega,Computers_and_Electronics,0.20008078,Apple,Sega
Renault 4,Dodge,Autos_and_Vehicles,0.37497026,Renault,Dodge
New Zealand,Serbian,Jobs_and_Education,0.37622052,English,Serbian
Jean-Baptiste Philibert Vaillant,Cincinnati,Sensitive_Subjects,0.06757918,Paris,Cincinnati
Adobe Flash,Google,Computers_and_Electronics,0.24227747,Adobe,Google
Chrysler CA,Toyota,Autos_and_Vehicles,0.60622877,Chrysler,Toyota
Ferrari F2002,Toyota,Autos_and_Vehicles,0.4240994,Ferrari,Toyota
Nissan R88C,Chevrolet,Autos_and_Vehicles,0.53364116,Nissan,Chevrolet
Jeep Compass,Toyota,Autos_and_Vehicles,0.3232496,Jeep,Toyota
Sony Alpha 550,BMW,Computers_and_Electronics,0.18596013,Sony,BMW
Boeing 737 MAX,Chevrolet,Autos_and_Vehicles,0.29658884,Boeing,Chevrolet
Volvo 200 Series,Renault,Autos_and_Vehicles,0.49912354,Volvo,Renault
Honda 70,BMW,Autos_and_Vehicles,0.5193008,Honda,BMW
Kōbe,Canada,Jobs_and_Education,0.16653098,Japan,Canada
Honda Quint,Cadillac,Autos_and_Vehicles,0.32868943,Honda,Cadillac
Game Boy,Toyota,Games,0.22331767,Nintendo,Toyota
India,Swedish,Jobs_and_Education,0.3436605,English,Swedish
Sony Alpha 700,Cadillac,Computers_and_Electronics,0.18719646,Sony,Cadillac
Severny Vestnik,Spanish,Books_and_Literature,0.15551761,Russian,Spanish
Friedrich Meinecke,Beijing,Sensitive_Subjects,0.06735097,Berlin,Beijing
Windows Server 2003,Nissan,Computers_and_Electronics,0.10386628,Microsoft,Nissan
iPad,Nokia,Computers_and_Electronics,0.40874317,Apple,Nokia
Sony Alpha 550,Fiat,Computers_and_Electronics,0.22150248,Sony,Fiat
Windows Server 2000,Toyota,Computers_and_Electronics,0.079777494,Microsoft,Microsoft
Norwegian Computing Center,London,Computers_and_Electronics,0.19561458,Oslo,London
Toyota Sprinter Carib,Nintendo,Autos_and_Vehicles,0.24421075,Toyota,Nintendo
Italian Grand Prix,Colombia,Sports,0.21338609,Italy,Colombia
Adobe Premiere Pro,Boeing,Computers_and_Electronics,0.073845975,Adobe,Boeing
Diane de France,Baltimore,Sensitive_Subjects,0.13568124,Paris,Baltimore
Adobe AIR,Google,Computers_and_Electronics,0.22924042,Adobe,Google
Renault Caravelle,Volvo,Autos_and_Vehicles,0.47068307,Renault,Volvo
Nokia 6700 slide,Toyota,Computers_and_Electronics,0.070960104,Nokia,Toyota
NOW on PBS,CBS,Arts_and_Entertainment,0.50303787,PBS,CBS
IBM System/360 Model 67,Boeing,Computers_and_Electronics,0.20646745,IBM,Boeing
United Nations Research Institute For Social Development,Chicago,People_and_Society,0.110324875,Geneva,Chicago
Samsung Galaxy A6 (2018),Toyota,Internet_and_Telecom,0.17556922,Samsung,Toyota
IBM System/360 Model 67,Microsoft,Computers_and_Electronics,0.2699902,IBM,Microsoft
Surface Studio,Toyota,Computers_and_Electronics,0.12929705,Microsoft,Toyota
Nokia 6700 slide,Apple,Computers_and_Electronics,0.21857578,Nokia,Apple
Apple Mouse,Adobe,Computers_and_Electronics,0.369169,Apple,Adobe
Skype Technologies,Warsaw,Internet_and_Telecom,0.025132863,Microsoft,Warsaw
Adobe AIR,Intel,Computers_and_Electronics,0.32891664,Adobe,Intel
iPhone SE (2nd generation),Renault,Computers_and_Electronics,0.08362715,Apple,Renault
Fiat 500 Moretti Coupé,Apple,Autos_and_Vehicles,0.13083443,Fiat,Apple
China Construction Bank,Indianapolis,Business_and_Industrial,0.053299036,Beijing,Indianapolis
Toyota AZ engine,Ferrari,Autos_and_Vehicles,0.3062545,Toyota,Ferrari
Apple HD SC Setup,Microsoft,Computers_and_Electronics,0.12614256,Apple,Microsoft
IBM Rational ClearQuest,Microsoft,Computers_and_Electronics,0.23234248,IBM,Microsoft
Microsoft Surface,IBM,Computers_and_Electronics,0.29937643,Microsoft,IBM
Toyota Camry (XV50),Chevrolet,Autos_and_Vehicles,0.4788609,Toyota,Chevrolet
Syria,Singapore,Law_and_Government,0.3398179,Syria,Singapore
Microsoft Silverlight,Google,Computers_and_Electronics,0.2416325,Microsoft,Google
Porsche 904,Nissan,Autos_and_Vehicles,0.53845024,Porsche,Nissan
Adobe GoLive,IBM,Computers_and_Electronics,0.108112805,Adobe,IBM
Dragon Ball,Spain,Games,0.18915007,Japan,Spain
Volvo 140 Series,Toyota,Autos_and_Vehicles,0.4423737,Volvo,Toyota
BMW M1,Renault,Autos_and_Vehicles,0.48622674,BMW,Renault
Nokia 6700 slide,Boeing,Computers_and_Electronics,0.01593427,Nokia,Boeing
Eiichiro Oda,Denmark,Arts_and_Entertainment,0.15397018,Japan,Denmark
Windows 10 Mobile,Sega,Computers_and_Electronics,0.08922054,Microsoft,Sega
Windows NT,Yahoo,Computers_and_Electronics,0.22301511,Microsoft,Yahoo
BMW M67,Nissan,Autos_and_Vehicles,0.46799493,BMW,Nissan
Windows 8,Dodge,Computers_and_Electronics,0.09664238,Microsoft,Microsoft
Nissan Almera Tino,BMW,Autos_and_Vehicles,0.4288957,Nissan,BMW
Toyota Camry (XV50),Fiat,Autos_and_Vehicles,0.31231028,Toyota,Fiat
James Brokenshire,Florence,Business_and_Industrial,0.22911008,London,Florence
Visual Basic for Applications,Apple,Computers_and_Electronics,-0.015486771,Microsoft,Apple
Game Boy,Toyota,Games,0.22331767,Nintendo,Toyota
Alexander Suvorov,Rome,News,0.2013699,Moscow,Rome
Nokia 2330 Classic,Nintendo,Computers_and_Electronics,0.25482357,Nokia,Nintendo
Toyota Sprinter Carib,Porsche,Autos_and_Vehicles,0.42300737,Toyota,Porsche
Balıkesir Province,Italy,Jobs_and_Education,0.2795599,Turkey,Italy
Tokyo Photographic Art Museum,Copenhagen,Arts_and_Entertainment,0.1936226,Tokyo,Copenhagen
Yahoo Games,Google,Games,0.41115248,Yahoo,Google
Giuseppe Ermini,Denmark,Law_and_Government,0.17654175,Italy,Denmark
iPad,Dodge,Computers_and_Electronics,0.14313531,Apple,Dodge
Chittoor district,Romania,Jobs_and_Education,0.3758646,India,Romania
Ali ibn al-Husayn Zayn al-'Abidin,Montreal,People_and_Society,-0.023276553,Medina,Montreal
iPhone 7,Triumph,Computers_and_Electronics,0.20643942,Apple,Triumph
Google Web Toolkit,IBM,Computers_and_Electronics,0.18213058,Google,IBM
ASP.NET MVC Framework,Airbus,Computers_and_Electronics,0.01067492,Microsoft,Airbus
Sony Alpha 700,Suzuki,Computers_and_Electronics,0.25787157,Sony,Suzuki
Fiat 1900,Toyota,Autos_and_Vehicles,0.4089809,Fiat,Toyota
Princess Stéphanie of Belgium,Germany,Law_and_Government,0.32029018,Belgium,Germany
CBS News,HBO,News,0.4799281,CBS,HBO
Toyota AR engine,Yamaha,Autos_and_Vehicles,0.18408233,Toyota,Yamaha
Fiat 10 HP,Chrysler,Autos_and_Vehicles,0.5356714,Fiat,Chrysler
Windows 3.0,IBM,Computers_and_Electronics,0.14181751,Microsoft,Microsoft
Nissan 1400,Microsoft,Autos_and_Vehicles,0.20712599,Nissan,Microsoft
Honda NSR500V,BMW,Autos_and_Vehicles,0.42360646,Honda,BMW
Intel Data Plane Development Kit,Apple,Computers_and_Electronics,0.11921218,Intel,Apple
IBM Rational ClearQuest,Microsoft,Computers_and_Electronics,0.23234248,IBM,Microsoft
Spain,Honolulu,People_and_Society,0.3251091,Madrid,Honolulu
Xbox 360,Renault,Computers_and_Electronics,0.1868107,Microsoft,Renault
Hisashi Inoue,Mexico,Law_and_Government,0.17811663,Japan,Mexico
Ferrari F40,Chevrolet,Autos_and_Vehicles,0.47011638,Ferrari,Chevrolet
Nissan 1400,Intel,Autos_and_Vehicles,0.24396247,Nissan,Intel
Heritage Lighthouse of Canada ID,Morocco,Travel_and_Transportation,0.08517337,Canada,Morocco
Koji Murofushi,Greece,Law_and_Government,0.13515289,Japan,Greece
New Super Mario Bros.,Apple,Games,0.20593876,Nintendo,Apple
iPhone XS Max,Dodge,Computers_and_Electronics,0.12824336,Apple,Dodge
Honda VT600C,Fiat,Autos_and_Vehicles,0.3081364,Honda,Fiat
Honda NS500,Nintendo,Autos_and_Vehicles,0.13188137,Honda,Nintendo
Windows Media Center,Amazon,Computers_and_Electronics,0.16852485,Microsoft,Microsoft
Ferrari F310,Chevrolet,Autos_and_Vehicles,0.48844695,Ferrari,Chevrolet
Tanzania,Europe,People_and_Society,0.36371565,Africa,Africa
Chrysler ETV-1,Renault,Autos_and_Vehicles,0.22249538,Chrysler,Renault
Brazil,Finnish,Jobs_and_Education,0.27323157,Portuguese,Finnish
Nissan Model 70,Renault,Autos_and_Vehicles,0.38242912,Nissan,Renault
Renault 18,Nintendo,Autos_and_Vehicles,0.254273,Renault,Nintendo
Honda NS500,Bentley,Autos_and_Vehicles,0.24373454,Honda,Bentley
The Legend of Zelda,Denmark,Games,0.15742198,Japan,Denmark
BMW M67,Dodge,Autos_and_Vehicles,0.2897811,BMW,Dodge
BMW N47,Suzuki,Autos_and_Vehicles,0.44300526,BMW,Suzuki
Chevrolet Corvette C7 Grand Sport,Dodge,Autos_and_Vehicles,0.32289273,Chevrolet,Dodge
IBM Unica NetInsight,Google,Computers_and_Electronics,0.16401553,IBM,Google
iPhone 12,Nintendo,Computers_and_Electronics,0.28815728,Apple,Nintendo
Nissan Be-1,McLaren,Autos_and_Vehicles,0.3857053,Nissan,McLaren
Apple USB Mouse,Microsoft,Computers_and_Electronics,0.16951357,Apple,Microsoft
Adobe After Effects,Apple,Computers_and_Electronics,0.13612348,Adobe,Apple
Frederick VII of Denmark,Albania,News,0.23568581,Denmark,Albania
Toyota Camry XV30,Nokia,Autos_and_Vehicles,0.074432574,Toyota,Nokia
Nissan Livina,Renault,Autos_and_Vehicles,0.49650374,Nissan,Renault
Nintendo 3DS,IBM,Computers_and_Electronics,0.28551537,Nintendo,IBM
Sky Sports Premier League,Germany,Sports,0.21737516,Sky,Germany
Zeitschrift für Physik,Spanish,Science,0.059717625,German,Spanish
Donkey Kong 3,Google,Games,0.1368765,Nintendo,Google
Ibn Arabi,London,News,0.11354524,Damascus,London
Fujiko F. Fujio,Cambodia,Arts_and_Entertainment,0.21435387,Japan,Cambodia
Yuldybayevo,German,Law_and_Government,0.28000283,Russian,Russian
Dodge Challenger R/T (LC),BMW,Autos_and_Vehicles,0.41272375,Dodge,BMW
Nakagawa,Austria,Jobs_and_Education,0.31054008,Japan,Austria
Wii U,Square,Computers_and_Electronics,0.28378996,Nintendo,Square
Dodge Ram SRT-10,IBM,Autos_and_Vehicles,0.2001631,Dodge,IBM
BMW M60,Ferrari,Autos_and_Vehicles,0.4819157,BMW,Ferrari
Honda SFX,Renault,Autos_and_Vehicles,0.45986646,Honda,Renault
Animal Crossing,Apple,Games,0.17231306,Nintendo,Apple
Sony Pictures,Amtrak,Arts_and_Entertainment,0.048107274,Sony,Amtrak
Nokia 6650 fold,Nissan,Computers_and_Electronics,0.0663707,Nokia,Nissan
Zeitschrift des Vereins für Hamburgische Geschichte,Finnish,People_and_Society,0.096223205,German,Finnish
University of Manitoba,London,Jobs_and_Education,0.18748842,Winnipeg,London
Renault Laguna,Chevrolet,Autos_and_Vehicles,0.48196796,Renault,Chevrolet
Triumph 1300,Apple,Autos_and_Vehicles,0.21465164,Triumph,Apple
Adobe Fireworks,Microsoft,Computers_and_Electronics,0.2542974,Adobe,Microsoft
Cadillac XLR,Porsche,Autos_and_Vehicles,0.45261776,Cadillac,Porsche
Katsushika Hokusai,France,Arts_and_Entertainment,0.09997753,Japan,France
Nissan Primera P12,Renault,Autos_and_Vehicles,0.34727257,Nissan,Renault
Nissan NX,BMW,Autos_and_Vehicles,0.47893983,Nissan,BMW
NOW on PBS,CBS,Arts_and_Entertainment,0.50303787,PBS,CBS
Renault Caravelle,Chevrolet,Autos_and_Vehicles,0.3997059,Renault,Chevrolet
iPhone 8,BMW,Computers_and_Electronics,0.28444946,Apple,BMW
Nissan R88C,Renault,Autos_and_Vehicles,0.4262792,Nissan,Renault
BMW IIIa,Suzuki,Autos_and_Vehicles,0.4172288,BMW,Suzuki
Irish,Iran,Business_and_Industrial,0.36463645,Ireland,Iran
Windows 9x,Google,Computers_and_Electronics,0.11197126,Microsoft,Google
Toyota Sprinter Carib,Google,Autos_and_Vehicles,0.2144287,Toyota,Google
Porsche 924,Toyota,Autos_and_Vehicles,0.4785692,Porsche,Toyota
Krishna district,Venezuela,Jobs_and_Education,0.14443082,India,Venezuela
Masato Harada,Italy,Law_and_Government,0.23030879,Japan,Italy
Honda VT600C,Dodge,Autos_and_Vehicles,0.24517101,Honda,Dodge
Italian Liberal Party,Beijing,News,0.2600039,Italy,Beijing
Masashi Kishimoto,Australia,Arts_and_Entertainment,0.20232856,Japan,Australia
iPhone 12,Toyota,Computers_and_Electronics,0.17018381,Apple,Toyota
Toyota Camry XV20,Porsche,Autos_and_Vehicles,0.39159912,Toyota,Porsche
Ethiopia,Antarctica,People_and_Society,0.5030701,Africa,Antarctica
Sega Wow,Sony,Games,0.40266395,Sega,Sony
iPhone X,Nintendo,Computers_and_Electronics,0.3431424,Apple,Nintendo
Honda VT600C,Chevrolet,Autos_and_Vehicles,0.29678774,Honda,Chevrolet
Weinsberg,Iran,Internet_and_Telecom,0.23832801,Germany,Iran
Nikolai Rimsky-Korsakov,violin,Arts_and_Entertainment,0.19940662,piano,violin
Airbus A330neo,Honda,Autos_and_Vehicles,0.23659074,Airbus,Honda
The Legend of Zelda.,Belgium,Games,0.097203076,Japan,Belgium
Porsche 550,Chrysler,Autos_and_Vehicles,0.4644706,Porsche,Chrysler
Google Web Toolkit,Apple,Computers_and_Electronics,0.111888364,Google,Apple
Nissan Xterra,BMW,Autos_and_Vehicles,0.43190145,Nissan,BMW
Boeing 737,Apple,Autos_and_Vehicles,0.3001349,Boeing,Apple
Fuad Rouhani,Greece,Law_and_Government,0.14781114,Iran,Greece
