subject,target_true,domain,similarity,target_new,prediction
Republic of Ireland,Ireland,News,0.80996805,Poland,Poland
Toyota Corolla Spacio,Toyota,Autos_and_Vehicles,0.5938465,Honda,Honda
Norwegian Centre for Violence and Traumatic Stress Studies,Oslo,Health,0.4446366,Moscow,Moscow
BMW M6,BMW,Autos_and_Vehicles,0.79534113,Airbus,Airbus
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Apple,Apple
Boeing 717,Boeing,Business_and_Industrial,0.7442764,Triumph,Triumph
Renault Clio,Renault,Autos_and_Vehicles,0.77707523,BMW,BMW
Heritage Railway Station of Canada ID,Canada,Travel_and_Transportation,0.30118316,Indonesia,Indonesia
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,Triumph,Triumph
Takeshi Kitano,Japan,Arts_and_Entertainment,0.26980078,Poland,Poland
Finland,Finland,Jobs_and_Education,1.0000001,Latvia,Latvia
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Triumph,Triumph
Windows 9x,Microsoft,Computers_and_Electronics,0.4800976,Intel,Intel
Melkite Catholic Archeparchy of Aleppo,Syria,People_and_Society,0.5402714,Germany,Germany
Toyota Vitz,Toyota,Autos_and_Vehicles,0.75488317,Chevrolet,Chevrolet
Toyota AD engine,Toyota,Autos_and_Vehicles,0.59926945,Boeing,Boeing
Microsoft Office 2007,Microsoft,Computers_and_Electronics,0.5901456,Sega,Sega
Toyota AE85,Toyota,Autos_and_Vehicles,0.7208749,BMW,BMW
Porsche 993,Porsche,Autos_and_Vehicles,0.8135498,Toyota,Toyota
Airbus A321neo,Airbus,Autos_and_Vehicles,0.66143805,Suzuki,Suzuki
Ferrari 458,Ferrari,Autos_and_Vehicles,0.8310412,BMW,BMW
Montreal Alouettes,Montreal,Sports,0.67550206,London,London
São Paulo,Brazil,Jobs_and_Education,0.5081876,Singapore,Singapore
Nintendo DS,Nintendo,Computers_and_Electronics,0.7757567,Nissan,Nissan
Usman ibn Affan,Islam,People_and_Society,0.27730542,Judaism,Islam
iPhone SE (2nd generation),Apple,Computers_and_Electronics,0.4872989,Boeing,Boeing
IBM Lotus Web Content Management,IBM,Computers_and_Electronics,0.48282653,Intel,Intel
Île-de-France,Paris,People_and_Society,0.64066315,Monaco,Monaco
Otto Nicolai,Rome,Business_and_Industrial,0.32217962,London,London
Boeing 737 MAX,Boeing,Autos_and_Vehicles,0.609946,Apple,Apple
Frederick VII of Denmark,Denmark,News,0.6402304,Ireland,Ireland
Bank of Italy,Rome,Finance,0.4942989,Greenwich,Greenwich
Chevrolet Miray,Chevrolet,Autos_and_Vehicles,0.6952174,Dodge,Dodge
Windows 2.0,Microsoft,Computers_and_Electronics,0.42736095,Google,Google
8 Hours of Bahrain,Bahrain,Business_and_Industrial,0.710788,Canada,Canada
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,Porsche,Porsche
Lata Mangeshkar,India,Arts_and_Entertainment,0.30426604,Japan,Japan
East Godavari district,India,Jobs_and_Education,0.41092712,Canada,Canada
Manifest,Netflix,Arts_and_Entertainment,0.2190117,MTV,MTV
Shigeru Miyamoto,Japan,Arts_and_Entertainment,0.32892537,Cuba,Cuba
Fiat 60 HP,Fiat,Autos_and_Vehicles,0.6919169,Triumph,Triumph
Heritage Railway Station of Canada ID,Canada,Travel_and_Transportation,0.30118316,Romania,Romania
Musée d'Orsay artwork ID,France,Arts_and_Entertainment,0.27891624,Canada,Canada
Sony Reader,Sony,Computers_and_Electronics,0.74078417,Fiat,Fiat
IBM Personal Computer,IBM,Computers_and_Electronics,0.7876516,Dodge,Dodge
Visual Basic for Applications,Microsoft,Computers_and_Electronics,0.3552482,Sega,Sega
Meiji University,Japan,Jobs_and_Education,0.55947423,Russia,Russia
IBM Works,IBM,Computers_and_Electronics,0.8827659,Microsoft,Microsoft
Windows 3.1,Microsoft,Computers_and_Electronics,0.40846783,Airbus,Airbus
Nissan Livina,Nissan,Autos_and_Vehicles,0.75592816,Toyota,Toyota
Porsche 944,Porsche,Autos_and_Vehicles,0.804173,Nissan,Nissan
Nitobe Inazō,Japan,Law_and_Government,0.3275518,Philippines,Philippines
Singapore International Foundation,Singapore,People_and_Society,0.67344105,Philadelphia,Philadelphia
Fujiko F. Fujio,Japan,Arts_and_Entertainment,0.50153977,Canada,Canada
Microsoft Office 2010,Microsoft,Computers_and_Electronics,0.5901111,Sony,Microsoft
Matsuo Bashō,Japan,Law_and_Government,0.26315105,Poland,Poland
Toyota AD engine,Toyota,Autos_and_Vehicles,0.59926945,Honda,Honda
Honda Silver Wing,Honda,Autos_and_Vehicles,0.57523113,Intel,Intel
Lempäälä,Finnish,Jobs_and_Education,0.2964397,Ukrainian,Finnish
Val della Torre,Italy,Business_and_Industrial,0.39138275,Turkey,Turkey
Yamaha XS 850,Yamaha,Autos_and_Vehicles,0.7506739,Nissan,Nissan
Adobe Photoshop Lightroom,Adobe,Computers_and_Electronics,0.6228919,Microsoft,Microsoft
Nokia N950,Nokia,Computers_and_Electronics,0.815747,Iran,Iran
Ferrari F2003-GA,Ferrari,Autos_and_Vehicles,0.7710405,Nokia,Nokia
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,BMW,BMW
Game Boy Color,Nintendo,Games,0.49276984,BMW,BMW
IBM OfficeVision,IBM,Computers_and_Electronics,0.6676792,Microsoft,Microsoft
Chevrolet Camaro ZL1 (fifth generation),Chevrolet,Autos_and_Vehicles,0.5267504,Fiat,Fiat
French colonial empire,Paris,News,0.43334913,Tokyo,Tokyo
Chevrolet Camaro ZL1 (fifth generation),Chevrolet,Autos_and_Vehicles,0.5267504,Renault,Renault
Mukhtar Aliev,medicine,Jobs_and_Education,0.20523316,mathematics,mathematics
Renault Mégane,Renault,Autos_and_Vehicles,0.74255276,Nissan,Nissan
Charles-Jean-François Hénault,Paris,Arts_and_Entertainment,0.22930191,Ottawa,Ottawa
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Nissan,Nissan
Yamaha XT550,Yamaha,Autos_and_Vehicles,0.761858,Toyota,Toyota
Sony Alpha 300,Sony,Computers_and_Electronics,0.78999364,Triumph,Triumph
Wii U,Nintendo,Computers_and_Electronics,0.70873225,Honda,Honda
Apple Thunderbolt Display,Apple,Computers_and_Electronics,0.2940157,IBM,IBM
Nokia Lumia 520,Nokia,Internet_and_Telecom,0.6784536,Apple,Apple
Swedish News Agency,Stockholm,News,0.5669439,Seattle,Seattle
Volvo 200 Series,Volvo,Autos_and_Vehicles,0.82308793,BMW,BMW
Final Fantasy VI,Square,Games,0.12187073,IBM,Microsoft
Fiat Croma,Fiat,Autos_and_Vehicles,0.73828757,Renault,Renault
Microsoft Office 2007,Microsoft,Computers_and_Electronics,0.5901456,Apple,Apple
BMW M3,BMW,Autos_and_Vehicles,0.85206366,IBM,IBM
Wii,Nintendo,Computers_and_Electronics,0.76352894,Nissan,Nissan
Game Boy,Nintendo,Games,0.5748625,Apple,Nintendo
NBC Nightly News,NBC,News,0.708274,BBC,BBC
Toyota AR engine,Toyota,Autos_and_Vehicles,0.5796393,Chevrolet,Chevrolet
iPhone 8 Plus,Apple,Computers_and_Electronics,0.4889032,Dodge,Dodge
BMW N74,BMW,Autos_and_Vehicles,0.75841725,Honda,Honda
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Google,Google
Chevrolet Tru 140S,Chevrolet,Autos_and_Vehicles,0.5478186,Porsche,Porsche
Nissan NPT-90,Nissan,Autos_and_Vehicles,0.6260925,Porsche,Porsche
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Sony,Sony
Shigeru Miyamoto,Japan,Arts_and_Entertainment,0.32892537,Cuba,Cuba
Toyota Harrier,Toyota,Autos_and_Vehicles,0.71718156,Bentley,Bentley
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Intel,Intel
Chevrolet Series H,Chevrolet,Autos_and_Vehicles,0.7350372,Bentley,Bentley
India,English,Jobs_and_Education,0.4222414,Hebrew,Hebrew
IBM Rational Rose XDE,IBM,Computers_and_Electronics,0.5354817,Atari,Atari
Nissan Model 70,Nissan,Autos_and_Vehicles,0.69432515,Jeep,Jeep
Nissan Cima,Nissan,Autos_and_Vehicles,0.7344675,Chrysler,Chrysler
Boeing 747,Boeing,Business_and_Industrial,0.8047471,Apple,Apple
BMW M52,BMW,Autos_and_Vehicles,0.78095865,Porsche,Porsche
BMW N62,BMW,Autos_and_Vehicles,0.792593,Honda,Honda
Sega Mega-CD,Sega,Computers_and_Electronics,0.7752267,Samsung,Samsung
Zeitschrift des Vereins für Hamburgische Geschichte,German,People_and_Society,0.310759,Armenian,Armenian
Gmail,Google,Internet_and_Telecom,0.46826535,Ankara,Ankara
Nintendo Entertainment System,Nintendo,Computers_and_Electronics,0.7914435,Intel,Nintendo
Windows 2000,Microsoft,Computers_and_Electronics,0.48770016,Google,Google
Shenzhen,Chinese,Jobs_and_Education,0.4780118,Russian,Russian
Windows 2000,Microsoft,Computers_and_Electronics,0.48770016,Toyota,Microsoft
Chrysler ETV-1,Chrysler,Autos_and_Vehicles,0.61951554,Toyota,Toyota
iPod Touch,Apple,Computers_and_Electronics,0.643659,Nintendo,Nintendo
Boeing 787 Dreamliner,Boeing,Autos_and_Vehicles,0.59285665,Apple,Apple
Renault 19,Renault,Autos_and_Vehicles,0.8848273,Honda,Honda
Piraeus,Greece,Business_and_Industrial,0.52776945,Netherlands,Netherlands
Samsung Galaxy Tab 3 10.1,Samsung,Computers_and_Electronics,0.39216638,Google,Google
Krishna district,India,Jobs_and_Education,0.52281606,Russia,Russia
Microsoft HoloLens,Microsoft,Computers_and_Electronics,0.6367775,Honda,Honda
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,Dodge,Dodge
Intel 8088,Intel,Computers_and_Electronics,0.68122864,Porsche,Porsche
Google Stadia,Google,Computers_and_Electronics,0.4847907,Berlin,Berlin
Franz Joseph I of Austria,Vienna,Law_and_Government,0.5449457,Rome,Rome
IBM History Flow tool,IBM,Computers_and_Electronics,0.4195307,Sega,Sega
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Jeep,Jeep
Prince Rupert of the Rhine,London,Law_and_Government,0.32575113,Hamburg,Hamburg
"Bukowice, Milicz County",Poland,Jobs_and_Education,0.39640388,India,India
German Empire,Berlin,Law_and_Government,0.55762285,Warsaw,Warsaw
Ferrari 599 GTB Fiorano,Ferrari,Autos_and_Vehicles,0.7488034,Honda,Honda
Porsche 911 GT1,Porsche,Autos_and_Vehicles,0.7247269,Honda,Honda
Renault Dauphine,Renault,Autos_and_Vehicles,0.67363787,Porsche,Porsche
Krome Studios Melbourne,Melbourne,Arts_and_Entertainment,0.6056417,Beijing,Beijing
Pixel 6,Google,Computers_and_Electronics,0.24766764,Honda,Honda
Fujiya Co.,Tokyo,Business_and_Industrial,0.4960325,Chicago,Tokyo
Windows 2.0,Microsoft,Computers_and_Electronics,0.42736095,Google,Google
Matsuo Bashō,Japan,Law_and_Government,0.26315105,Argentina,Argentina
Samsung Galaxy Note 10.1 2014 Edition,Samsung,Internet_and_Telecom,0.45658183,Google,Google
Ichiro Suzuki,Japan,Sports,0.36991066,India,India
Roman Republic,Rome,News,0.7430468,Paris,Paris
Airbus A300,Airbus,Autos_and_Vehicles,0.71324587,Honda,Honda
Google Data Studio,Google,Computers_and_Electronics,0.40351307,Croatia,Google
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,Honda,Honda
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Sony,Sony
Clement IX,Rome,News,0.32679862,London,London
Izhevsk,Russia,Jobs_and_Education,0.41407305,Germany,Germany
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,Apple,Apple
Microsoft Bing,Microsoft,Computers_and_Electronics,0.63222986,Hamburg,Hamburg
Ferrari F399,Ferrari,Autos_and_Vehicles,0.81852037,Toyota,Toyota
Nahuatl,Mexico,Jobs_and_Education,0.35686088,Ireland,Ireland
Microsoft Office 2010,Microsoft,Computers_and_Electronics,0.5901111,IBM,Microsoft
Georgia Tech Research Corporation,Atlanta,Jobs_and_Education,0.42963728,Amsterdam,Amsterdam
Shane McMahon,WWE,Sports,0.7362953,BBC,BBC
Google Earth,Google,Online_Communities,0.5337247,Nintendo,Nintendo
Nexus 7,Google,Computers_and_Electronics,0.2656661,Apple,Apple
Fribourg,French,Jobs_and_Education,0.3258299,Polish,Polish
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,Honda,Honda
Toyota Corolla Spacio,Toyota,Autos_and_Vehicles,0.5938465,Nokia,Nokia
BMW N62,BMW,Autos_and_Vehicles,0.792593,Fiat,Fiat
Milan,Italian,Jobs_and_Education,0.61268497,German,German
Ferrari F430,Ferrari,Autos_and_Vehicles,0.7625807,Suzuki,Suzuki
Mount Fuji,Japan,Travel_and_Transportation,0.4134733,Italy,Italy
Nissan NP200,Nissan,Autos_and_Vehicles,0.6778127,Dodge,Dodge
Abbas ibn Abd al-Muttalib,Medina,People_and_Society,0.31057686,Venice,Venice
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Dodge,Dodge
Singapore,English,Jobs_and_Education,0.3084112,Hindi,Hindi
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Cadillac,Cadillac
Philly Shipyard,Philadelphia,Business_and_Industrial,0.5969963,Cambridge,Cambridge
Spain under the Restoration,Madrid,Law_and_Government,0.49047327,Athens,Athens
BMW N62,BMW,Autos_and_Vehicles,0.792593,Cadillac,Cadillac
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Cadillac,Cadillac
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Microsoft,Microsoft
Finnish Democratic Republic,Helsinki,Law_and_Government,0.6090671,Florence,Florence
Guyana,English,Jobs_and_Education,0.2265767,French,French
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Fiat,Fiat
Toyota Camry XV40,Toyota,Autos_and_Vehicles,0.56710315,Porsche,Porsche
Republic of Florence,Florence,Law_and_Government,0.8371066,Kabul,Kabul
Nissan Almera Tino,Nissan,Autos_and_Vehicles,0.6478131,Ferrari,Ferrari
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,Switzerland,Switzerland
Nintendo DS,Nintendo,Computers_and_Electronics,0.7757567,Google,Google
Google Wifi,Google,Internet_and_Telecom,0.43976992,Iran,Iran
Irish Rugby Football Union,Ireland,Sports,0.55513203,Canada,Canada
Cadillac CTS,Cadillac,Autos_and_Vehicles,0.7783518,Ferrari,Ferrari
Vizianagaram district,India,Business_and_Industrial,0.37512994,Italy,Italy
Renault 14,Renault,Autos_and_Vehicles,0.8750398,Nokia,Nokia
Shimazu Takahisa,Japan,Arts_and_Entertainment,0.3325407,Rome,Rome
Prakasam district,India,Business_and_Industrial,0.3835814,France,France
Otto I. von Braunschweig-Lüneburg,Germany,People_and_Society,0.32087564,London,London
iPhone 8 Plus,Apple,Computers_and_Electronics,0.4889032,Triumph,Triumph
Apple Mouse,Apple,Computers_and_Electronics,0.6762837,Intel,Intel
IBM WebSphere Process Server,IBM,Computers_and_Electronics,0.5390426,Microsoft,Microsoft
Sony Alpha 700,Sony,Computers_and_Electronics,0.79053086,Dodge,Dodge
Koji Murofushi,Japan,People_and_Society,0.44062448,Argentina,Argentina
Kotono Mitsuishi,Japan,Law_and_Government,0.31472975,France,France
BMW M1,BMW,Autos_and_Vehicles,0.7705219,Porsche,Porsche
iPhone XR,Apple,Computers_and_Electronics,0.45591635,Ferrari,Ferrari
The Legend of Bhagat Singh,India,News,0.2892999,France,France
New Super Mario Bros.,Nintendo,Games,0.55798024,Intel,Intel
Honda Bali,Honda,Autos_and_Vehicles,0.6622735,Fiat,Fiat
The Legend of Zelda.,Nintendo,Games,0.5132899,Google,Google
Renault 4,Renault,Autos_and_Vehicles,0.8747053,Microsoft,Microsoft
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Atari,Microsoft
Saxony-Anhalt,Germany,Business_and_Industrial,0.5453863,Poland,Poland
Honda SFX,Honda,Autos_and_Vehicles,0.71327513,Boeing,Boeing
Samsung Galaxy S Duos 3,Samsung,Internet_and_Telecom,0.560706,Sega,Sega
Honda SH150i,Honda,Autos_and_Vehicles,0.64085394,Porsche,Porsche
Chevrolet Engineering Research Vehicle,Chevrolet,Autos_and_Vehicles,0.67971444,Porsche,Porsche
Chrome OS,Google,Computers_and_Electronics,0.27314392,Microsoft,Microsoft
Tokyo Story,Japan,People_and_Society,0.57200205,France,France
Bentley Continental GT,Bentley,Autos_and_Vehicles,0.73080593,Toyota,Toyota
Triumph GT6,Triumph,Autos_and_Vehicles,0.7367265,Suzuki,Suzuki
BMW M6,BMW,Autos_and_Vehicles,0.79534113,Toyota,Toyota
Nintendo 3DS,Nintendo,Computers_and_Electronics,0.7157253,Apple,Nintendo
Windows 10 Mobile,Microsoft,Computers_and_Electronics,0.29652065,Atari,Atari
Sex and the City,HBO,Arts_and_Entertainment,0.36706138,NBC,NBC
Renault Twingo,Renault,Autos_and_Vehicles,0.72213113,Sony,Sony
Antonio Gramsci,Rome,News,0.3427642,Moscow,Moscow
IBM Rational AppScan,IBM,Computers_and_Electronics,0.39970386,Apple,Apple
Porsche 804,Porsche,Autos_and_Vehicles,0.7920185,Nokia,Nokia
BMW M52,BMW,Autos_and_Vehicles,0.78095865,Renault,Renault
Google Web Toolkit,Google,Computers_and_Electronics,0.4617299,Yahoo,Yahoo
Nokia 6650 fold,Nokia,Computers_and_Electronics,0.5986712,Renault,Renault
Porsche 930,Porsche,Autos_and_Vehicles,0.81147754,Dodge,Dodge
Mecklenburg-Western Pomerania,Germany,Jobs_and_Education,0.4153576,Russia,Russia
BMW M62,BMW,Autos_and_Vehicles,0.77080464,Toyota,Toyota
Hungarian Social Democratic Party,Budapest,News,0.45118234,Tehran,Tehran
Chevrolet Camaro ZL1 (fifth generation),Chevrolet,Autos_and_Vehicles,0.5267504,Fiat,Fiat
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,Volvo,Volvo
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Fiat,Fiat
Nintendo DS Lite,Nintendo,Computers_and_Electronics,0.65782267,BMW,BMW
James Brokenshire,London,Business_and_Industrial,0.3521173,Oslo,Oslo
Honda CB650SC,Honda,Autos_and_Vehicles,0.5867445,Cadillac,Cadillac
Airbus A330neo,Airbus,Autos_and_Vehicles,0.66816354,Boeing,Boeing
Renault R312,Renault,Autos_and_Vehicles,0.75861573,Fiat,Fiat
Madurai district,India,Business_and_Industrial,0.47633165,Japan,Japan
Nintendo DSi,Nintendo,Computers_and_Electronics,0.6815551,Ferrari,Ferrari
Harvard Management Company,Boston,Business_and_Industrial,0.34404278,Florence,Florence
IBM SAN File System,IBM,Computers_and_Electronics,0.42634618,Adobe,Adobe
Norwegian Food Safety Authority,Oslo,Food_and_Drink,0.3949084,Stockholm,Stockholm
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Bentley,Bentley
Honda Silver Wing,Honda,Autos_and_Vehicles,0.57523113,Toyota,Toyota
Toyota Camry (XV50),Toyota,Autos_and_Vehicles,0.6240108,Nissan,Nissan
Ukrainian Catholic Eparchy of Toronto and Eastern Canada,Toronto,People_and_Society,0.46738034,Hayward,Hayward
Cadillac ELR,Cadillac,Autos_and_Vehicles,0.7441088,Dodge,Dodge
iPad,Apple,Computers_and_Electronics,0.6354518,Triumph,Triumph
Fujiko F. Fujio,Japan,Arts_and_Entertainment,0.50153977,Poland,Poland
iPhone XR,Apple,Computers_and_Electronics,0.45591635,Nissan,Nissan
Volvo ÖV 4,Volvo,Autos_and_Vehicles,0.77156955,Toyota,Toyota
Google Calendar,Google,Computers_and_Electronics,0.32817847,Apple,Apple
East Godavari district,India,Jobs_and_Education,0.41092712,Germany,Germany
Google Jamboard,Google,Online_Communities,0.38955948,Honda,Honda
Toyota Corolla Spacio,Toyota,Autos_and_Vehicles,0.5938465,Douglas,Douglas
Takeshi Kitano,Japan,Arts_and_Entertainment,0.26980078,Ireland,Ireland
Tirunelveli district,India,Business_and_Industrial,0.3837033,Norway,Norway
ASP.NET MVC Framework,Microsoft,Computers_and_Electronics,0.20650701,Adobe,Adobe
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Suzuki,Suzuki
Nissan Xterra,Nissan,Autos_and_Vehicles,0.7367408,IBM,IBM
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Chevrolet,Chevrolet
Renault 12,Renault,Autos_and_Vehicles,0.8983678,Apple,Apple
Nokia N80,Nokia,Computers_and_Electronics,0.8103324,Porsche,Porsche
BMW N52,BMW,Autos_and_Vehicles,0.802217,Renault,Renault
Winnipeg Art Gallery,Winnipeg,Arts_and_Entertainment,0.6445406,Helsinki,Helsinki
Chevrolet Constantia,Chevrolet,Autos_and_Vehicles,0.69490635,Toyota,Toyota
Libya,Africa,People_and_Society,0.637106,Europe,Europe
Prague 3,Prague,Business_and_Industrial,0.8683312,Philadelphia,Philadelphia
Donkey Kong Jr.,Nintendo,Games,0.45095825,Google,Google
Honda Silver Wing,Honda,Autos_and_Vehicles,0.57523113,Toyota,Toyota
Porsche 993,Porsche,Autos_and_Vehicles,0.8135498,Chrysler,Chrysler
Harvard Club of Boston,Boston,Jobs_and_Education,0.58852303,London,London
Mahasweta Devi,India,People_and_Society,0.40331787,Japan,Japan
iPad,Apple,Computers_and_Electronics,0.6354518,BMW,BMW
Renault FT,Renault,Autos_and_Vehicles,0.8271744,Chevrolet,Chevrolet
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Nissan,Nissan
iPhone XS Max,Apple,Computers_and_Electronics,0.4279248,Nissan,Nissan
IBM WebSphere Commerce,IBM,Computers_and_Electronics,0.6213355,Apple,Apple
CBS Telenoticias,CBS,News,0.60153615,Nintendo,Nintendo
Gurren Lagann,Japan,Arts_and_Entertainment,0.2220208,Lebanon,Lebanon
Catullus,Rome,Arts_and_Entertainment,0.34987324,Vienna,Vienna
Koji Murofushi,Japan,Law_and_Government,0.44062448,Estonia,Estonia
Norwegian Food Safety Authority,Oslo,Food_and_Drink,0.3949084,Vienna,Vienna
Honda NSR75,Honda,Autos_and_Vehicles,0.6752424,Chevrolet,Chevrolet
IBM SAN File System,IBM,Computers_and_Electronics,0.42634618,Microsoft,Microsoft
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,BMW,BMW
Sony NEX-5,Sony,Computers_and_Electronics,0.72082937,Fiat,Fiat
Apple Wireless Mouse,Apple,Computers_and_Electronics,0.47301406,Sega,Sega
Sweden,Swedish,Jobs_and_Education,0.78448474,Finnish,Finnish
Deutsche Digitale Bibliothek,Berlin,Computers_and_Electronics,0.27226877,London,London
Game Boy Advance SP,Nintendo,Games,0.4312191,Sega,Sega
IBM Rational Rose XDE,IBM,Computers_and_Electronics,0.5354817,Microsoft,Microsoft
Chevrolet Engineering Research Vehicle,Chevrolet,Autos_and_Vehicles,0.67971444,Sony,Sony
Ukraine,Ukraine,Jobs_and_Education,1.0000002,Norway,Norway
Fiat 16-20 HP,Fiat,Autos_and_Vehicles,0.6681334,Apple,Apple
Fiat 16-20 HP,Fiat,Autos_and_Vehicles,0.6681334,Toyota,Toyota
Sarvepalli Radhakrishnan,India,People_and_Society,0.3561631,Russia,Russia
Nokia 7270,Nokia,Computers_and_Electronics,0.7712946,Porsche,Porsche
Weinsberg,Germany,Internet_and_Telecom,0.2818526,Norway,Norway
Porsche 944,Porsche,Autos_and_Vehicles,0.804173,Nokia,Nokia
Mecklenburg-Western Pomerania,Germany,Jobs_and_Education,0.4153576,Australia,Australia
Yuldybayevo,Russian,Law_and_Government,0.3133029,Dutch,Russian
IBM Home Page Reader,IBM,Computers_and_Electronics,0.4445899,Apple,Apple
Chevrolet El Camino (3rd generation),Chevrolet,Autos_and_Vehicles,0.54253423,Toyota,Toyota
Rajneesh,India,Arts_and_Entertainment,0.39922905,Germany,Germany
Suzuki VX 800,Suzuki,Autos_and_Vehicles,0.6895391,Intel,Intel
Windows 9x,Microsoft,Computers_and_Electronics,0.4800976,Yahoo,Yahoo
Nokia X2-01,Nokia,Computers_and_Electronics,0.73606205,Honda,Nokia
Renault 14,Renault,Autos_and_Vehicles,0.8750398,Chevrolet,Chevrolet
Industrial Bank of Korea,Seoul,Finance,0.4708507,Moscow,Moscow
Boeing 717,Boeing,Business_and_Industrial,0.7442764,Nissan,Boeing
Triumph GT6,Triumph,Autos_and_Vehicles,0.7367265,Ferrari,Ferrari
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,Ferrari,Ferrari
Ferrari F2003-GA,Ferrari,Autos_and_Vehicles,0.7710405,Toyota,Toyota
Antarctic Treaty System,Antarctica,Law_and_Government,0.613626,Europe,Europe
IBM Rational AppScan,IBM,Computers_and_Electronics,0.39970386,Apple,Apple
Nokia 6700 slide,Nokia,Computers_and_Electronics,0.6064953,Renault,Renault
Toyota AD engine,Toyota,Autos_and_Vehicles,0.59926945,Nissan,Nissan
Apple HD SC Setup,Apple,Computers_and_Electronics,0.28436905,Sega,Sega
Renault 4,Renault,Autos_and_Vehicles,0.8747053,Dodge,Dodge
New Zealand,English,Jobs_and_Education,0.40646213,Serbian,Serbian
Jean-Baptiste Philibert Vaillant,Paris,Sensitive_Subjects,0.19798483,Cincinnati,Cincinnati
Adobe Flash,Adobe,Computers_and_Electronics,0.7773186,Google,Google
Chrysler CA,Chrysler,Autos_and_Vehicles,0.8300711,Toyota,Toyota
Ferrari F2002,Ferrari,Autos_and_Vehicles,0.8188108,Toyota,Toyota
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Chevrolet,Chevrolet
Jeep Compass,Jeep,Autos_and_Vehicles,0.6931102,Toyota,Toyota
Sony Alpha 550,Sony,Computers_and_Electronics,0.78122413,BMW,BMW
Boeing 737 MAX,Boeing,Autos_and_Vehicles,0.609946,Chevrolet,Chevrolet
Volvo 200 Series,Volvo,Autos_and_Vehicles,0.82308793,Renault,Renault
Honda 70,Honda,Autos_and_Vehicles,0.8059524,BMW,BMW
Kōbe,Japan,Jobs_and_Education,0.26933068,Canada,Canada
Honda Quint,Honda,Autos_and_Vehicles,0.7048359,Cadillac,Cadillac
Game Boy,Nintendo,Games,0.5748625,Toyota,Toyota
India,English,Jobs_and_Education,0.4222414,Swedish,Swedish
Sony Alpha 700,Sony,Computers_and_Electronics,0.79053086,Cadillac,Cadillac
Severny Vestnik,Russian,Books_and_Literature,0.22983436,Spanish,Spanish
Friedrich Meinecke,Berlin,Sensitive_Subjects,0.32846728,Beijing,Beijing
Windows Server 2003,Microsoft,Computers_and_Electronics,0.45691174,Nissan,Nissan
iPad,Apple,Computers_and_Electronics,0.6354518,Nokia,Nokia
Sony Alpha 550,Sony,Computers_and_Electronics,0.78122413,Fiat,Fiat
Windows Server 2000,Microsoft,Computers_and_Electronics,0.42454788,Toyota,Microsoft
Norwegian Computing Center,Oslo,Computers_and_Electronics,0.52911717,London,London
Toyota Sprinter Carib,Toyota,Autos_and_Vehicles,0.52807236,Nintendo,Nintendo
Italian Grand Prix,Italy,Sports,0.52276134,Colombia,Colombia
Adobe Premiere Pro,Adobe,Computers_and_Electronics,0.6367276,Boeing,Boeing
Diane de France,Paris,Sensitive_Subjects,0.54374886,Baltimore,Baltimore
Adobe AIR,Adobe,Computers_and_Electronics,0.8291361,Google,Google
Renault Caravelle,Renault,Autos_and_Vehicles,0.75252485,Volvo,Volvo
Nokia 6700 slide,Nokia,Computers_and_Electronics,0.6064953,Toyota,Toyota
NOW on PBS,PBS,Arts_and_Entertainment,0.787483,CBS,CBS
IBM System/360 Model 67,IBM,Computers_and_Electronics,0.5727643,Boeing,Boeing
